index,title,description,location,country,currency,price,durationInDays,imagesURL,siteURL,rating,dateOfScrape
485,2 Day Luxury Ivory Tree Game Lodge Safari,"Pilanesberg Game Reserve is renowned for its high concentration of game, prolific birdlife and unique geological location. This popular tour introduces you to the scenic wonders of Pilanesberg Game Reserve and its rich natural wonders.","South Africa, Pilanesberg",South Africa,ZAR,"8,895",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/Ivory-Tree-Game-Lodge-Interactive-Drumming-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Ivory-Tree-1-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Ivory-Tree-Game-Lodge-Archery-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Ivory-Tree-Game-Lodge-Executive-Suite-Lounge-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Ivory-Tree-Game-Lodge-Interactive-Drumming.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Ivory-Tree-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Ivory-Tree-Game-Lodge-Archery.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/luxury/2-day-luxury-ivory-tree-game-lodge-safari/,,20250210_160121
486,2 Day Luxury Black Rhino Game Lodge Safari,"It’s also a close neighbor of Madikwe Game Reserve, and has been incorporated into the Pilanesberg Game Reserve. Black Rhino Private Game Reserve is located in a malaria-free region and less than a 3-hour drive from Johannesburg.","South Africa, Pilanesberg",South Africa,ZAR,"7,595",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/black-rhino-lodge-feb-2011-047-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/BEDROOM-VIEW-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/black-rhino-lodge-feb-2011-004-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/black-rhino-lodge-feb-2011-066-768x468.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/black-rhino-lodge-feb-2011-047-1024x681.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/BEDROOM-VIEW-1024x682.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/black-rhino-lodge-feb-2011-004-1024x681.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/luxury/2-day-luxury-black-rhino-game-lodge-safari/,,20250210_160126
487,2 Day Luxury Bakubung Bush Lodge All Inclusive Safari Package,"It’s home to the Big 5 and a high concentration of wild animals. The ecology of the region is fascinating; the reserve lies on the floor of an ancient volcanic crater in a transitional zone between the dry, arid Kalahari Desert and the lush Lowveld region.","South Africa, Pilanesberg",South Africa,ZAR,"7,595",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Housekeeping-Smiles-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Bedroom-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Boma-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Desserts-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Housekeeping-Smiles-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Bedroom-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/Bakubung-Boma-1024x682.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/luxury/2-day-luxury-bakubung-bush-lodge-all-inclusive-safari-package/,,20250210_160132
488,2 Day Luxury Tented Pilanesberg Safari,About Pilanesberg,"South Africa, Pilanesberg",South Africa,ZAR,"5,665",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/f6dd5a6c-8a4c-4c9d-b521-cad61cf33600-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/%5EE8E87B2F4949F96231DBC2A7D654C29270BA7AE73092ABA841%5Epimgpsh_fullsize_distr-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/894171-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/12244504_10153131401171400_5449775142661766298_o-768x477.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/f6dd5a6c-8a4c-4c9d-b521-cad61cf33600.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/%5EE8E87B2F4949F96231DBC2A7D654C29270BA7AE73092ABA841%5Epimgpsh_fullsize_distr-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/894171-1024x576.jpg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/luxury/2-day-luxury-tented-pilanesberg-safari/,,20250210_160137
489,3 Day 3 Star Pilanesberg Safari,About Pilanesberg,"South Africa, Pilanesberg",South Africa,ZAR,"10,801",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/8b111bfd-a964-4155-bf12-6141360259bd-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/8b111bfd-a964-4155-bf12-6141360259bd.jpeg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/3-day-3-star-pilanesberg-safari/,,20250210_160143
490,3 Day Camping Adventure Pilanesberg,About Pilanesberg,"South Africa, Pilanesberg",South Africa,ZAR,"7,463",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/14ccd1b2-2c4a-476f-8654-9b78c9866227-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/14ccd1b2-2c4a-476f-8654-9b78c9866227.jpeg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/3-day/3-day-camping-adventure-pilanesberg/,,20250210_160148
491,2 Day 3 Star Pilanesberg Safari,About Pilanesberg,"South Africa, Pilanesberg",South Africa,ZAR,"5,772",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/f4d85345-51c2-4757-b3d6-2b9e1a5f270c-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/8b111bfd-a964-4155-bf12-6141360259bd-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/8eabd18f-afc5-4413-9a9c-05eb70b03838-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/16f35cfc-40ba-44f1-9fb5-18ef1df44393-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/f4d85345-51c2-4757-b3d6-2b9e1a5f270c.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/8b111bfd-a964-4155-bf12-6141360259bd.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/8eabd18f-afc5-4413-9a9c-05eb70b03838.jpeg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/2-day-3-star-pilanesberg-safari/,,20250210_160153
492,2 Day Camping Adventure Pilanesberg,"This package includes return transfers from Johannesburg, Open vehicle safari drives, breakfast and Dinner.","South Africa, Pilanesberg",South Africa,ZAR,"5,344",2,"['https://moafrikatours.com/wp-content/uploads/2022/01/6f499ac2-de90-44ca-bae1-ed87e30df645-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/14ccd1b2-2c4a-476f-8654-9b78c9866227-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4503c3c2-bb92-4258-b90a-b5624b7af993-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/7507d1e3-1500-4f15-bad0-58ad419f131b-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/6f499ac2-de90-44ca-bae1-ed87e30df645.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/14ccd1b2-2c4a-476f-8654-9b78c9866227.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4503c3c2-bb92-4258-b90a-b5624b7af993.jpeg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/2-day/camping/2-day-camping-adventure-pilanesberg/,,20250210_160159
493,Ultimate Morning Kruger Park Safari Drive,"Mention the ultimate safari experience in the world-famous Kruger National Park, and MoAfrika Tours and Safaris is ready to swoop you off on a morning safari offering game viewing from an open safari vehicle.","South Africa, Kruger National Park",South Africa,ZAR,"2,200",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/85816bb6-54e5-4286-8f32-9ba31c028a62-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/85816bb6-54e5-4286-8f32-9ba31c028a62-1.jpeg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/ultimate-morning-kruger-park-safari-drive/,,20250210_160204
494,Ultimate Full Day Kruger Park Safari Drive,"If a day safari in the world-famous Kruger National Park is on your bucket list, MoAfrika Tours and Safaris can bring you exactly that.","South Africa, Kruger National Park",South Africa,ZAR,"2,250",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/09c15dbd-c0d8-4c4a-a853-462c18c760ad-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/09c15dbd-c0d8-4c4a-a853-462c18c760ad-1.jpeg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/1-day/ultimate-full-day-kruger-park-safari-drive/,,20250210_160210
495,5 Day Sabi Sands Bush Camp Safari,Guests stay at Bush Camp which lies in the heart of the world-renowned Sabi Sand Game Reserve. The eco-friendly bush camp offers semi-luxury tented accommodation in an area renowned for its outstanding biodiversity and incredible Big 5 wildlife sightings.,"South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"22,303",5,"['https://moafrikatours.com/wp-content/uploads/2022/01/a7d8cb1e-8e03-4b0b-baf9-d4aa64402e7f-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/a7d8cb1e-8e03-4b0b-baf9-d4aa64402e7f.jpeg']",https://moafrikatours.com/tours/5-day-sabi-sands-bush-camp-safari/,,20250210_160215
496,5 Day Sabi Sands Eco Camp Safari,Guests stay at Eco Camp which is an enchanting eco-friendly safari camp situated at the main gate entrance to the world-famous Sabi Sands.,"South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"14,941",5,"['https://moafrikatours.com/wp-content/uploads/2022/01/532b5f2d-b2c7-42aa-99c4-e4e5b21b3b0d-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/532b5f2d-b2c7-42aa-99c4-e4e5b21b3b0d-1.jpeg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/sabi-sands-eco-camp/safaris/5-day/5-day-sabi-sands-eco-camp-safari/,,20250210_160221
497,4 Day Sabi Sands Bush Camp Safari,"The 4-day Sabi Sands Bush Camp Adventure tour takes you to one of Africa’s premier safari destinations, with easy access to the iconic Kruger National Park. Guests stay at Bush Camp which lies in the heart of the world-renowned Sabi Sand Game Reserve. The exclusive bush camp offers luxury tented accommodation in an area renowned for its outstanding biodiversity and incredible Big 5 wildlife sightings.","South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"18,101",4,"['https://moafrikatours.com/wp-content/uploads/2022/01/13609df8-5ddc-45b4-b885-02b9c5943f39-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/13609df8-5ddc-45b4-b885-02b9c5943f39-1.jpeg']",https://moafrikatours.com/tours/4-day-sabi-sands-bush-camp-safari/,,20250210_160226
498,4 Day Sabi Sands Eco Camp Safari,Guests stay at Eco Camp which is an enchanting eco-friendly safari camp situated at the main gate entrance to the world-famous Sabi Sands.,"South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"12,971",4,"['https://moafrikatours.com/wp-content/uploads/2022/01/ac58e9f4-514e-4341-a32e-8f2db375c86d-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/ac58e9f4-514e-4341-a32e-8f2db375c86d-1.jpeg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/4-day/4-day-sabi-sands-eco-camp-safari/,,20250210_160231
499,3 Day Sabi Sands Bush Camp Safari,"The 3-day Sabi Sands Bush Camp Adventure tour takes you to one of Africa’s premier safari destinations, with easy access to the iconic Kruger National Park. Guests stay at Tydon Bush Camp which lies in the heart of the world-renowned Sabi Sand Game Reserve. The exclusive bush camp offers luxury tented accommodation in an area renowned for its outstanding biodiversity and incredible Big 5 wildlife sightings.","South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"12,808",3,"['https://moafrikatours.com/wp-content/uploads/2022/01/13609df8-5ddc-45b4-b885-02b9c5943f39-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/5de26b31-4e6e-4920-9948-9cde00a051fe-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/09c15dbd-c0d8-4c4a-a853-462c18c760ad-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/94c58c71-c5ad-42aa-9909-c4bd41de7dbf-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/13609df8-5ddc-45b4-b885-02b9c5943f39-1.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/5de26b31-4e6e-4920-9948-9cde00a051fe-1.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/09c15dbd-c0d8-4c4a-a853-462c18c760ad-1.jpeg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/3-day/3-day-sabi-sands-bush-camp-safari/,,20250210_160237
500,Sunset Bus tour - Summer only,"A Sunset Bus Tour to Signal Hill is a must-do summer activity. Cape Town is one of South Africa’s most popular destinations, and in our opinion, it has everything to do with the city’s spectacular natural scenery.","South Africa, Cape Town",South Africa,ZAR,200,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/c35c2e96-3591-40f9-acd3-20cd5666f7c9-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9bdb7796-f03a-413e-892b-6d27a4ff0f84-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/56cbd6ba-30ec-42e7-85d1-9fc6405c0035-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/c35c2e96-3591-40f9-acd3-20cd5666f7c9.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/9bdb7796-f03a-413e-892b-6d27a4ff0f84.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/56cbd6ba-30ec-42e7-85d1-9fc6405c0035.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/sunset-bus-tour-summer-only/,,20250210_160242
501,Cape Winelands Tour,"The Franschhoek and Stellenbosch Wine Tour is an unforgettable experience. Taste some of the finest wines produced in the Cape Winelands and learn how to perfectly pair wine varieties with chocolate, cheese and olives.","South Africa, Cape Town",South Africa,ZAR,580,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/2916cef9-db4d-4bfa-98fa-b8a89a90dc4c-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/164a1205-fb3a-446b-b821-c53ea1e70d7c-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/a320c23b-3db2-4922-b7c3-20a29759c3ca-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/cc16ff33-8589-48e7-bc40-79ac209750c1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/2916cef9-db4d-4bfa-98fa-b8a89a90dc4c.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/164a1205-fb3a-446b-b821-c53ea1e70d7c.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/a320c23b-3db2-4922-b7c3-20a29759c3ca.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/cape-winelands-tour/,,20250210_160248
502,Mini Peninsula Tour,The Mini Peninsula Tour is the perfect way to explore both the bustling city and the enticing nature scenes of Cape Town. There are 14 stops along the circular route and tourist can hop on and off at any as they please.,"South Africa, Cape Town",South Africa,ZAR,250,1,"['https://moafrikatours.com/wp-content/uploads/2022/01/fa0f6d3a-87b4-4c84-8d7d-20f8298c25f6-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/3c02e98f-f3b4-4f19-8765-6d9504bb45fd-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/89d73404-f71b-49aa-915a-ee8661c44463-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/f4bb299c-3491-487a-b6a6-cf0fe615f980-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/fa0f6d3a-87b4-4c84-8d7d-20f8298c25f6.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/3c02e98f-f3b4-4f19-8765-6d9504bb45fd.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/89d73404-f71b-49aa-915a-ee8661c44463.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/mini-peninsula-tour/,,20250210_160253
503,Cape Town City and Table Mountain Tour,"The Cape Town City and Table Mountain Full Day Tour explores the vibrant Cape Town City Bowl, highlighting its rich heritage. The tour takes you  through the bustling central business district between the historic suburbs of
Oranjezicht and Tamboerskloof, with a Table Mountain tour in the afternoon. The city boasts a blend of modern residential developments, state-of-the-art office blocks, and world-class entertainment centres, making it a dynamic and cosmopolitan destination. Throughout the tour, participants will gain a glimpse into the history and cultural tapestry of Cape Town, with the added experience of ascending Table Mountain.","South Africa, Cape Town",South Africa,ZAR,"2,695",1,"['https://moafrikatours.com/wp-content/uploads/2022/01/milani-mbombo-kwl_d8awZBA-unsplash-768x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/2dbacbcf-1c77-400d-9c0e-c2250629b4ae-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4d671692-322b-4245-a7e7-6873ea331973-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4facb67c-be76-4338-b355-4581ba3eb80d-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/milani-mbombo-kwl_d8awZBA-unsplash-768x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/2dbacbcf-1c77-400d-9c0e-c2250629b4ae.jpeg', 'https://moafrikatours.com/wp-content/uploads/2022/01/4d671692-322b-4245-a7e7-6873ea331973.jpeg']",https://moafrikatours.com/south-africa/cape-town/tours/1-day/cape-town-city-tour-to-table-mountain/,,20250210_160259
